ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,originalRightId
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,4.40 %,"('Brew_Factory_Name',)",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.40 %,"('Beer_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,Amber Ale,4.40 %,"('Brew_Factory_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,6 %,"('Brew_Factory_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Spiteful Angry Adam Hoppy Red Ale,Iron Hill Brewery & Restaurant,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,"('Beer_Name',)",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.40 %,"('Brew_Factory_Name',)",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Pike Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.40 %,"('Beer_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.60 %,"('Beer_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,Amber Ale,4.40 %,"('Brew_Factory_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Brew_Factory_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')",0@2506
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,Amber Ale,4.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@2506
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Beer_Name',)",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Beer_Name', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Beer_Name',)",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Beer_Name', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,8 %,"('Beer_Name', 'Style', 'ABV')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Viola Rossa,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Viola Rossa,Birra Amarcord,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3035
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Viola Rossa,Crooked Eye Brewery,Amber Ale,6.60 %,"('Beer_Name', 'Style', 'ABV')",0@3035
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name',)",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Style')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,American Amber / Red Ale,4.50 %,"('Beer_Name', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,Simeon Jones River Valley Amber Ale,Union Station Brewery,Amber Ale,4.50 %,"('Beer_Name', 'Style', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name',)",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Style')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,American Amber / Red Ale,-,"('Beer_Name', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,5.10 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Ipswich Ale Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,Amber Ale,-,"('Beer_Name', 'Style', 'ABV')",0@1672
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,Amber Ale,-,"('Brew_Factory_Name', 'Style', 'ABV')",0@1672
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,Imperial IPA,8 %,"('Beer_Name',)",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,8 %,"('Beer_Name', 'Brew_Factory_Name')",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Beer_Name', 'Style')",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,Imperial IPA,4.70 %,"('Beer_Name', 'ABV')",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1048
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')",1@1048
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Hillcrest Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Okanagan Spring Cloudy Amber Ale,Hillcrest Brewing Company,Amber Ale,5 %,"('Beer_Name', 'Style', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Birra Amarcord,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,6.60 %,"('Beer_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,Amber Ale,8.00 %,"('Brew_Factory_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Birra Amarcord,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,Amber Ale,6.60 %,"('Beer_Name', 'Style', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,Amber Ale,6.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'ABV')",0@2242
